name	category	source	size	speed	ac	attack	ability_scores	special_qualities	starting_stats	advancement	flavor	monster_url	url
Narwhale	Animal	Bestiary 5 pg. 313	Medium	swim 80 ft.	+1 natural armor	bite (1d6)	Str 11, Dex 19, Con 10, Int 2, Wis 14, Cha 6	low-light vision, hold breath.	Size Medium; Speed swim 80 ft.; AC +1 natural armor; Attack bite (1d6); Ability Scores Str 11, Dex 19, Con 10, Int 2, Wis 14, Cha 6; Special Qualities low-light vision, hold breath.	7th-Level Advancement: Size Large; AC +2 natural armor; Attack bite (1d8); Ability Scores Str +8, Dex -2, Con +4; Special Qualities blindsight 120 ft., tusk.	This small whale lacks a dorsal fin and has pale, mottled skin, but its most notable feature is the single tusk protruding from its nose, easily as long as a human.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Narwhal	https://aonprd.com/DruidCompanions.aspx?ItemName=Narwhale
Octopus	Animal	Pathfinder RPG Bestiary pg. 219	Small	20 ft., swim 30 ft., jet 200 ft.	+1 natural armor	bite (1d3), tentacles (grab)	Str 12, Dex 17, Con 14, Int 2, Wis 12, Cha 3	low-light vision, ink cloud.	Size Small; Speed 20 ft., swim 30 ft., jet 200 ft.; AC +1 natural armor; Attack bite (1d3), tentacles (grab); Ability Scores Str 12, Dex 17, Con 14, Int 2, Wis 12, Cha 3; Special Qualities low-light vision, ink cloud.	4th-Level Advancement: Attack bite (1d3 plus poison); Ability Scores Str +2, Con +2.	Eight tentacles, each adorned with rows of countless suckers, unfurl from the barrel-shaped body of this large-eyed creature.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Octopus	https://aonprd.com/DruidCompanions.aspx?ItemName=Octopus
Orca	Animal	Pathfinder RPG Bestiary pg. 88	Medium	swim 80 ft.	+1 natural armor	bite (1d6)	Str 11, Dex 19, Con 10, Int 2, Wis 14, Cha 6	low-light vision, hold breath.	Size Medium; Speed swim 80 ft.; AC +1 natural armor; Attack bite (1d6); Ability Scores Str 11, Dex 19, Con 10, Int 2, Wis 14, Cha 6; Special Qualities low-light vision, hold breath.	7th-Level Advancement: Size Large; AC +2 natural armor; Attack bite (1d8); Ability Scores Str +8, Dex -2, Con +4; Special Qualities blindsight 120 ft..	This sleek black whale has a distinctive white patch near each eye and a mouth filled with sharp teeth.		https://aonprd.com/DruidCompanions.aspx?ItemName=Orca
Ornithomimosaur	Animal	Ultimate Wilderness pg. 180	Medium	40 ft.	+1 natural armor	2 claws (1d8)	Str 11, Dex 15, Con 12, Int 2, Wis 13, Cha 8	low-light vision, scent.	Size Medium; Speed 40 ft.; AC +1 natural armor; Attack 2 claws (1d8); Ability Scores Str 11, Dex 15, Con 12, Int 2, Wis 13, Cha 8; Special Qualities low-light vision, scent.	7th-Level Advancement: Speed 60 ft.; AC +2 natural armor; Attack 2 claws (1d8 plus 1d4 bleed); Ability Scores Str +2, Dex +2, Con +2; Special Qualities sprint.	This bipedal dinosaur has long legs built for speed and a long neck that gives it an ostrichlike profile.		https://aonprd.com/DruidCompanions.aspx?ItemName=Ornithomimosaur
Ostrich	Animal	Osirion, Legacy of the Pharaohs pg. 55	Small	40 ft.	+1 natural armor	claw (1d4)	Str 13, Dex 16, Con 12, Int 2, Wis 13, Cha 11	low-light vision.	Size Small; Speed 40 ft.; AC +1 natural armor; Attack claw (1d4); Ability Scores Str 13, Dex 16, Con 12, Int 2, Wis 13, Cha 11; Special Qualities low-light vision.	4th-Level Advancement: Size Medium; Speed 60 ft.; Attack claw (1d6); Ability Scores Str +4, Dex -2, Con +2; Special Qualities crouch.	This human-sized bird has a long neck and legs sprouting from a round body covered in fluffy gray feathers.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Ostrich	https://aonprd.com/DruidCompanions.aspx?ItemName=Ostrich
Owl, Giant	Animal	Ultimate Wilderness pg. 181	Medium	10 ft., Fly 60 ft. (average)	+2 natural armor	2 talons (1d4)	Str 10, Dex 17, Con 13, Int 2, Wis 13, Cha 6	low-light vision.	Size Medium; Speed 10 ft., Fly 60 ft. (average); AC +2 natural armor; Attack 2 talons (1d4); Ability Scores Str 10, Dex 17, Con 13, Int 2, Wis 13, Cha 6; Special Qualities low-light vision.	7th-Level Advancement: Size Large; AC +2 natural armor; Attack 2 talons (1d6); Ability Scores Str +8, Dex -2, Con +4; Racial Skill Modifiers +4 Stealth; Special Attacks rend (2 talons, 1d6).	Unlike the magical beast of the same name, this owl is a mundane but unusually large specimen of its kind, with powerful wings and deadly talons.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Giant%20Owl	https://aonprd.com/DruidCompanions.aspx?ItemName=Owl,%20Giant
Panda	Animal	Ultimate Wilderness pg. 181	Small	30 ft.	+2 natural armor	bite (1d4), 2 claws (1d3)	Str 13, Dex 12, Con 14, Int 2, Wis 13, Cha 9	low-light vision.	Size Small; Speed 30 ft.; AC +2 natural armor; Attack bite (1d4), 2 claws (1d3); Ability Scores Str 13, Dex 12, Con 14, Int 2, Wis 13, Cha 9; Special Qualities low-light vision.	7th-Level Advancement: Size Medium; AC +3 natural armor; Attack bite (1d6), 2 claws (1d4); Ability Scores Str +4, Dex -2, Con +4; Special Attacks powerful bite.	Normally slow moving and docile, pandas are capable of surprising bursts of activity when needed.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Panda	https://aonprd.com/DruidCompanions.aspx?ItemName=Panda
Pilo	Animal	Pathfinder #85: Fires of Creation pg. 83	Small	30 ft.	+2 natural armor	gore (1d6)	Str 13, Dex 13, Con 14, Int 2, Wis 14, Cha 7	low-light vision, scent.	Size Small; Speed 30 ft.; AC +2 natural armor; Attack gore (1d6); Ability Scores Str 13, Dex 13, Con 14, Int 2, Wis 14, Cha 7; Special Attacks roll up; Special Qualities low-light vision, scent.	4th-Level Advancement: AC +2 natural armor; Attack tail slap (1d4); Ability Scores Str +2, Con +2; Special Attacks poison, quills.	Sharp quills cover this bright yellow, six-legged animal, and its long, twitching snout probes the air around it.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Pilo	https://aonprd.com/DruidCompanions.aspx?ItemName=Pilo
Plesiosaurus	Animal	Bestiary 5 pg. 313	Medium	5 ft., swim 60 ft.	+1 natural armor	bite (1d8)	Str 12, Dex 15, Con 12, Int 2, Wis 15, Cha 9	keen scent, low-light vision, scent.	Size Medium; Speed 5 ft., swim 60 ft.; AC +1 natural armor; Attack bite (1d8); Ability Scores Str 12, Dex 15, Con 12, Int 2, Wis 15, Cha 9; Special Qualities keen scent, low-light vision, scent.	4th-Level Advancement: Size Large; AC +3 natural armor; Attack bite (2d6); Ability Scores Str +8, Dex -2, Con +4; Special Qualities ambush attack +1d6, bleed (1).	This streamlined reptile has a long, serpentine neck, at the end of which glares a many-fanged head.		https://aonprd.com/DruidCompanions.aspx?ItemName=Plesiosaurus
Polar Bear	Animal	Bestiary 5 pg. 313	Small	40 ft.	+2 natural armor	bite (1d4), 2 claws (1d3)	Str 15, Dex 15, Con 13, Int 2, Wis 12, Cha 6	low-light vision, scent.	Size Small; Speed 40 ft.; AC +2 natural armor; Attack bite (1d4), 2 claws (1d3); Ability Scores Str 15, Dex 15, Con 13, Int 2, Wis 12, Cha 6; Special Qualities low-light vision, scent.	4th-Level Advancement: Size Medium; Attack bite (1d6), 2 claws (1d4); Ability Scores Str +4, Dex -2, Con +2.	Red gore stains this bear’s muzzle, creating a striking contrast against its white fur.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Polar%20Bear	https://aonprd.com/DruidCompanions.aspx?ItemName=Polar%20Bear
Pony	Animal	PRPG Core Rulebook pg. 54	Medium	40 ft.	+2 natural armor	2 hooves (1d3)	Str 13, Dex 13, Con 12, Int 2, Wis 11, Cha 4	low-light vision, scent.	Size Medium; Speed 40 ft.; AC +2 natural armor; Attack 2 hooves (1d3); Ability Scores Str 13, Dex 13, Con 12, Int 2, Wis 11, Cha 4; Special Qualities low-light vision, scent.	4th-Level Advancement: Ability Scores Str +2, Con +2; Special Qualities combat trained.	This squat equine plods forward with large, curious eyes. As it nears, it extends its muzzle, clearly expecting a treat.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Pony	https://aonprd.com/DruidCompanions.aspx?ItemName=Pony
Porcupine, Giant	Animal	Ultimate Wilderness pg. 181	Small	30 ft.	+1 natural armor	tail slap (1d4)	Str 14, Dex 12, Con 15, Int 2, Wis 13, Cha5	low-light vision, scent.	Size Small; Speed 30 ft.; AC +1 natural armor; Attack tail slap (1d4); Ability Scores Str 14, Dex 12, Con 15, Int 2, Wis 13, Cha5; Special Attacks quills (as porupine quills; Pathfinder RPG Bestiary 222); Special Qualities low-light vision, scent.	4th-Level Advancement: Size Medium; AC +2 natural armor; Attack tail slap (1d6); Ability Scores Str +2, Dex -2, Con +4; Special Attacks quills (as giant porcupine quills; Pathfinder RPG Bestiary 222).	This lumbering forest creature is adorned with an array of long, sharp quills that protrude from its coarse pelt.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Giant%20Porcupine	https://aonprd.com/DruidCompanions.aspx?ItemName=Porcupine,%20Giant
Prionosuchus	Animal	Ultimate Wilderness pg. 181	Medium	20 ft., swim 30 ft.	+2 natural armor	bite (1d8 plus grab)	Str 13, Dex 14, Con 15, Int 1, Wis 12, Cha 4	scent.	Size Medium; Speed 20 ft., swim 30 ft.; AC +2 natural armor; Attack bite (1d8 plus grab); Ability Scores Str 13, Dex 14, Con 15, Int 1, Wis 12, Cha 4; Special Attacks constrict (1d8); Special Qualities scent.	7th-Level Advancement: Size Large; AC +2 natural armor; Attack bite (2d6 plus grab); Ability Scores Str +4, Dex -2, Con +4; Special Attacks constrict (2d6).	This primeval crocodile is equally effective in the water and on land. Its jaws are capable of crushing things with great force.		https://aonprd.com/DruidCompanions.aspx?ItemName=Prionosuchus
Pterosaur (Dimorphodon)	Animal	Pathfinder #37: Souls for Smuggler's Shiv pg. 83	Small	10 ft., fly 30 ft. (average)	+1 natural armor	bite (1d4)	Str 10, Dex 19, Con 10, Int 2, Wis 13, Cha 12	low-light vision, scent.	Size Small; Speed 10 ft., fly 30 ft. (average); AC +1 natural armor; Attack bite (1d4); Ability Scores Str 10, Dex 19, Con 10, Int 2, Wis 13, Cha 12; Special Qualities low-light vision, scent.	7th-Level Advancement: Size Medium; Attack bite (1d6); Ability Scores Str +4, Dex -2, Con +2; Special Qualities poison.	The head of this colorful red and purple flying reptile is overly large, and its jaws are lined with tiny sharp teeth.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Dimorphodon	https://aonprd.com/DruidCompanions.aspx?ItemName=Pterosaur%20(Dimorphodon)
Pterosaur (Quetzalcoatlus)	Animal	Pathfinder #37: Souls for Smuggler's Shiv pg. 83	Medium	30 ft., fly 50 ft. (clumsy)	+2 natural armor	bite (1d8)	Str 9, Dex 21, Con 10, Int 2, Wis 14, Cha 12	low-light vision, scent.	Size Medium; Speed 30 ft., fly 50 ft. (clumsy); AC +2 natural armor; Attack bite (1d8); Ability Scores Str 9, Dex 21, Con 10, Int 2, Wis 14, Cha 12; Special Qualities low-light vision, scent.	9th-Level Advancement: Size Large; AC +3 natural armor; Attack bite (2d6/x3), 2 wings (1d4); Ability Scores Str +8, Dex -2, Con +4; Special Qualities razor-sharp beak.	This immense flying reptile has a staggering wingspan and a brightly colored head with a razor-sharp beak.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Quetzalcoatlus	https://aonprd.com/DruidCompanions.aspx?ItemName=Pterosaur%20(Quetzalcoatlus)
Pygmy Hippopotamus	Animal	Heart of the Jungle pg. 60	Medium	30 ft.	+4 natural armor	bite (1d6)	Str 14, Dex 10, Con 13, Int 2, Wis 10, Cha 4	low-light vision, scent.	Size Medium; Speed 30 ft.; AC +4 natural armor; Attack bite (1d6); Ability Scores Str 14, Dex 10, Con 13, Int 2, Wis 10, Cha 4; Special Qualities low-light vision, scent.	7th-Level Advancement: Size Large; AC +4 natural armor; Attack bite (2d6); Ability Scores Str +4, Dex -2, Con +4; Special Attacks trample (1d8).	This fleshy behemoth wallows forward on four stumpy legs. Its jaws spread wide in a roar of challenge, exposing massive, tusk-like teeth.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Hippopotamus	https://aonprd.com/DruidCompanions.aspx?ItemName=Pygmy%20Hippopotamus
Quetzalcoatlus	Animal	Bestiary 6 pg. 312	Medium	30 ft., fly 50 ft. (clumsy)	+2 natural armor	bite (1d8)	Str 9, Dex 21, Con 10, Int 2, Wis 14, Cha 12	low-light vision, scent.	Size Medium; Speed 30 ft., fly 50 ft. (clumsy); AC +2 natural armor; Attack bite (1d8); Ability Scores Str 9, Dex 21, Con 10, Int 2, Wis 14, Cha 12; Special Qualities low-light vision, scent.	9th-Level Advancement: Size Large; AC +3 natural armor; Attack bite (2d6/x3), 2 wings (1d4); Ability Scores Str +8, Dex -2, Con +4; Special Qualities razor-sharp beak.	This immense flying reptile has a staggering wingspan and a brightly colored head with a razor-sharp beak.		https://aonprd.com/DruidCompanions.aspx?ItemName=Quetzalcoatlus
Ram	Animal	Bestiary 2 pg. 154	Small	40 ft.	+1 natural armor	gore (1d3)	Str 10, Dex 17, Con 11, Int 2, Wis 14, Cha 7	low-light vision, scent.	Size Small; Speed 40 ft.; AC +1 natural armor; Attack gore (1d3); Ability Scores Str 10, Dex 17, Con 11, Int 2, Wis 14, Cha 7; Special Qualities low-light vision, scent.	4th-Level Advancement: Size Medium; Attack gore (1d4); Ability Scores Str +4, Dex -2, Con +2; Special Attacks powerful charge (1d8); Bonus Feat(s) Improved Bull Rush.	A formidable pair of heavy horns curls from the forehead of this sturdy, brown-and-white-furred ram.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Ram	https://aonprd.com/DruidCompanions.aspx?ItemName=Ram
Rash Creeper	Animal, Plant	Ultimate Wilderness pg. 183	Small	20 ft., climb 20 ft.	+1 natural armor	slam (1d4 plus poison)	Str 10, Dex 15, Con 13, Int 1, Wis 11, Cha 2	low-light vision	Size Small; Speed 20 ft., climb 20 ft.; AC +1 natural armor; Attack slam (1d4 plus poison); Ability Scores Str 10, Dex 15, Con 13, Int 1, Wis 11, Cha 2; Special Attacks poison (frequency 1 round [4]; effect 1 Dex damage and sickened for 1 roun; cure 1 save; Con-based DC); Special Qualities low-light vision; CMD can't be tripped.	4th-Level Advancement: Size Medium; AC +2 natural armor; Attack slam (1d6 plus poison); Ability Scores Str +4, Dex -2, Con +2; Special Attacks poison (frequency 1 round [4]; effect 1d2 Dex damage and sickened for 1 roun; cure 2 saves; Con-based DC).	This mass of creeping vines and leaves slithers almost like a snake. Contact with this predatory plant causes a sickening and sometimes debilitating rash.		https://aonprd.com/DruidCompanions.aspx?ItemName=Rash%20Creeper
Raven, Giant	Animal	Pathfinder #97: In Hell's Bright Shadow pg. 82	Small	20 ft., fly 50 ft. (average)		bite (1d4)	Str 8, Dex 13, Con 10, Int 2, Wis 15, Cha 7	low-light vision, scavenger.	Size Small; Speed 20 ft., fly 50 ft. (average); Attack bite (1d4); Ability Scores Str 8, Dex 13, Con 10, Int 2, Wis 15, Cha 7; Special Qualities low-light vision, scavenger.	4th-Level Advancement: Size Medium; AC +2 natural armor; Attack bite (1d6); Ability Scores Str +4, Dex +2, Con +2.	This glossy, jet-black bird stands as tall as a dwarf. Its eerily intelligent black eyes are quick to take in everything around it.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Giant%20Raven	https://aonprd.com/DruidCompanions.aspx?ItemName=Raven,%20Giant
Reef Snake	Animal	Ultimate Wilderness pg. 181	Medium	10 ft., swim 40 ft.	+2 natural armor	bite (1d4 plus poison)	Str 10, Dex 15, Con 12, Int 1, Wis 13, Cha 2	low-light vision, hold breath, scent.	Size Medium; Speed 10 ft., swim 40 ft.; AC +2 natural armor; Attack bite (1d4 plus poison); Ability Scores Str 10, Dex 15, Con 12, Int 1, Wis 13, Cha 2; Special Attacks poison (frequency 1 round [6]; effect1 Str damage; cure 1 save; Con-based DC); Special Qualities low-light vision, hold breath, scent.	7th-Level Advancement: Ability Scores Str +2, Dex +2; Special Attacks poison (frequency 1 round [6]; effect1d2 Str damage; cure 2 saves; Con-based DC).	Highly venomous and an excellent swimmer, the brightly colored reef snake is at home in tidal waters but can slither about on land if needed.		https://aonprd.com/DruidCompanions.aspx?ItemName=Reef%20Snake
Reindeer	Animal	Ultimate Wilderness pg. 181	Medium	50 ft.	+2 natural armor	gore (1d6)	Str 13, Dex 14, Con 13, Int 2, Wis 12, Cha 5	low-light vision, scent, snow adaptation (ignore difficult terrain from ice and snow).	Size Medium; Speed 50 ft.; AC +2 natural armor; Attack gore (1d6); Ability Scores Str 13, Dex 14, Con 13, Int 2, Wis 12, Cha 5; Special Qualities low-light vision, scent, snow adaptation (ignore difficult terrain from ice and snow).	4th-Level Advancement: Ability Scores Str +2, Dex +2, Con +2.	A denizen of the frozen tundra, the reindeer is a sure-footed companion in icy terrain, and it can used for transportation as well as defense.		https://aonprd.com/DruidCompanions.aspx?ItemName=Reindeer
Rhinoceros	Animal	Pathfinder RPG Bestiary pg. 235	Medium	40 ft.	+4 natural armor	gore (1d8)	Str 14, Dex 14, Con 15, Int 2, Wis 13, Cha 5	scent.	Size Medium; Speed 40 ft.; AC +4 natural armor; Attack gore (1d8); Ability Scores Str 14, Dex 14, Con 15, Int 2, Wis 13, Cha 5; Special Qualities scent.	7th-Level Advancement: Size Large; AC +3 natural armor; Attack gore (2d6); Ability Scores Str +8, Dex -2, Con +4; Special Attacks powerful charge.	This rhinoceros has a low-slung head with twisted ears that lie back along its neck.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Rhinoceros	https://aonprd.com/DruidCompanions.aspx?ItemName=Rhinoceros
Riding Python	Animal	Monster Codex pg. 128	Medium	30 ft.	+1 natural armor	bite (1d6)	Str 11, Dex 14, Con 13, Int 1, Wis 10, Cha 4	blindsight 60 ft.	Size Medium; Speed 30 ft.; AC +1 natural armor; Attack bite (1d6); Ability Scores Str 11, Dex 14, Con 13, Int 1, Wis 10, Cha 4; Special Qualities blindsight 60 ft.; CMD can't be tripped.	4th-Level Advancement: Ability Scores Str +2, Con +2; Special Attacks combat training (see the Handle Animal skill on page 97 of the Core Rulebook).	This brightly colored snake assumes an aggressive posture, its hissing mouth open to display its fangs.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Venomous%20Snake	https://aonprd.com/DruidCompanions.aspx?ItemName=Riding%20Python
Riding Rat	Animal	Monster Codex pg. 177	Medium	40 ft., climb 20 ft., swim 20 ft.	+1 natural armor	bite (1d6)	Str 14, Dex 15, Con 17, Int 2, Wis 13, Cha 4	low-light vision, scent.	Size Medium; Speed 40 ft., climb 20 ft., swim 20 ft.; AC +1 natural armor; Attack bite (1d6); Ability Scores Str 14, Dex 15, Con 17, Int 2, Wis 13, Cha 4; Special Qualities low-light vision, scent.	4th-Level Advancement: AC +2 natural armor; Ability Scores Str +2, Dex +2; Bonus Feat(s) Endurance.	This filthy rat is the size of a small dog. It has a coat of coarse fur, a long and scabby tail, and two glittering eyes.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Dire%20Rat	https://aonprd.com/DruidCompanions.aspx?ItemName=Riding%20Rat
Ringhorn	Animal	Pathfinder #115: Trail of the Hunted pg. 83	Small	40 ft.	+1 natural armor	2 hooves (1d3)	Str 11, Dex 18, Con 11, Int 2, Wis 12, Cha 13	low-light vision, scent.	Size Small; Speed 40 ft.; AC +1 natural armor; Attack 2 hooves (1d3); Ability Scores Str 11, Dex 18, Con 11, Int 2, Wis 12, Cha 13; Special Qualities low-light vision, scent.	4th-Level Advancement: Size Medium; Attack 2 hooves (1d4); Ability Scores Str +2, Dex -2, Con +2; Bonus Feat(s) Nimble Moves.	The horns of this goatlike deer grow up and curve around into a pair of massive, spiraling rings atop its head.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Ringhorn	https://aonprd.com/DruidCompanions.aspx?ItemName=Ringhorn
Roc	Animal	Pathfinder RPG Bestiary pg. 236	Medium	20 ft., fly 80 ft.	+5 natural armor	2 talons (1d4), bite (1d6)	Str 12, Dex 19, Con 9, Int 2, Wis 13, Cha 11	low-light vision.	Size Medium; Speed 20 ft., fly 80 ft.; AC +5 natural armor; Attack 2 talons (1d4), bite (1d6); Ability Scores Str 12, Dex 19, Con 9, Int 2, Wis 13, Cha 11; Special Qualities low-light vision.	7th-Level Advancement: Size Large; AC +3 natural armor; Attack 2 talons (1d6 plus grab), bite (1d8); Ability Scores Str +8, Dex -2, Con +4.	This immense raptor unleashes a shrill cry as it bares its talons, each large enough to carry off a horse.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Roc	https://aonprd.com/DruidCompanions.aspx?ItemName=Roc
Saber-Toothed Cat	Animal	Ultimate Wilderness pg. 181	Medium	40 ft.	+1 natural armor	2 claws (1d4 plus grab)	Str 15, Dex 15, Con 13, Int 2, Wis 13, Cha 8	low-light vision, scent.	Size Medium; Speed 40 ft.; AC +1 natural armor; Attack 2 claws (1d4 plus grab); Ability Scores Str 15, Dex 15, Con 13, Int 2, Wis 13, Cha 8; Special Attacks saber-toothed bite (1d10 bite attack, only on a grapple check to deal damage(; Special Qualities low-light vision, scent.	7th-Level Advancement: Size Large; AC +2 natural armor; Attack 2 claws (1d6 plus grab); Ability Scores Str +8, Dex -2, Con +4; Special Attacks pounce, saber-toothed bite (2d8 bite attack, only on a grapple check to deal damage).	Somewhat smaller than the more ferocious saber-toothed tiger, the saber-toothed cat is nonetheless an impressive predatory creature.		https://aonprd.com/DruidCompanions.aspx?ItemName=Saber-Toothed%20Cat
Salamander, Giant	Animal	Ultimate Wilderness pg. 181	Medium	20 ft., swim 30 ft.	+3 natural armor	bite (1d4)	Str 13, Dex 14, Con 15, Int 1, Wis 12, Cha 4	amphibious, tremorsense 30 ft. (underwater only), scent.	Size Medium; Speed 20 ft., swim 30 ft.; AC +3 natural armor; Attack bite (1d4); Ability Scores Str 13, Dex 14, Con 15, Int 1, Wis 12, Cha 4; Special Qualities amphibious, tremorsense 30 ft. (underwater only), scent.	4th-Level Advancement: AC +2 natural armor; Ability Scores Str +2, Dex -2, Con +4; Racial Skill Modifiers +4 Stealth.	This oversized amphibian has a mouth full of tiny but rather sharp teeth.		https://aonprd.com/DruidCompanions.aspx?ItemName=Salamander,%20Giant
Scorpion, Giant	Animal, Vermin	Ultimate Magic pg. 37	Medium	40 ft.	+1 natural armor	2 claws (1d4 plus grab) and sting (1d4 plus poison)	Str 11, Dex 12, Con 12, Int —, Wis 10, Cha 2	darkvision, tremorsense 30 ft.	Size Medium; Speed 40 ft.; AC +1 natural armor; Attack 2 claws (1d4 plus grab) and sting (1d4 plus poison); Ability Scores Str 11, Dex 12, Con 12, Int —, Wis 10, Cha 2; Special Attacks poison (frequency 1 round [6], effect 1 Str damage, cure 1 save, Con-based DC); Special Qualities darkvision, tremorsense 30 ft.; CMD +8 vs. trip.	7th-Level Advancement: Size Large; AC +3 natural armor; Attack 2 claws (1d6 plus grab) and sting (1d6 plus poison); Ability Scores Str +8, Dex -2, Con +4; Special Attacks poison (frequency 1 round [6], effect 1d2 Str damage, cure 1 save, Con-based DC); Special Qualities tremorsense 60 ft..	The sixteen-foot-long scorpion scrabbles forward, ferocious claws raised in challenge, stingered tail arched over its back.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Giant%20Scorpion	https://aonprd.com/DruidCompanions.aspx?ItemName=Scorpion,%20Giant
Sea Crawler	Animal	Pathfinder #121: The Lost Outpost pg. 83	Small	10 ft., climb 30 ft., swim 10 ft.	+1 natural armor	bite (1d4), 2 tentacles (1d3)	Str 9 Dex 17, Con 10, Int 2, Wis 12, Cha 6	low-light vision.	Size Small; Speed 10 ft., climb 30 ft., swim 10 ft.; AC +1 natural armor; Attack bite (1d4), 2 tentacles (1d3); Ability Scores Str 9 Dex 17, Con 10, Int 2, Wis 12, Cha 6; Special Attacks remarkable grip; Special Qualities low-light vision.	4th-Level Advancement: Size Medium; Attack bite (1d8); Ability Scores Str +2, Dex -2, Con +2; Special Attacks grab; Special Qualities regrowth.	This furred creature has long tentacles that are covered in ridges and suction discs in place of arms, legs, and a tail.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Sea%20Crawler	https://aonprd.com/DruidCompanions.aspx?ItemName=Sea%20Crawler
Seahorse, Giant	Animal	Bestiary 4 pg. 311	Large	swim 30 ft.	+4 natural armor	bite (1d4)	Str 16, Dex 13, Con 15, Int 1, Wis 12, Cha 6	low-light vision.	Size Large; Speed swim 30 ft.; AC +4 natural armor; Attack bite (1d4); Ability Scores Str 16, Dex 13, Con 15, Int 1, Wis 12, Cha 6; Special Qualities low-light vision.	4th-Level Advancement: Attack bite (1d6); Ability Scores Str +2, Con +2; Special Attacks anchor.	This sea creature resembles a cross between fish and horse; it has small fins on its flanks and a gracefully curled tail.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Giant%20Seahorse	https://aonprd.com/DruidCompanions.aspx?ItemName=Seahorse,%20Giant
Shark	Animal	PRPG Core Rulebook pg. 54	Small	swim 60 ft.	+4 natural armor	bite (1d4)	Str 13, Dex 15, Con 15, Int 1, Wis 12, Cha 2	low-light vision, scent.	Size Small; Speed swim 60 ft.; AC +4 natural armor; Attack bite (1d4); Ability Scores Str 13, Dex 15, Con 15, Int 1, Wis 12, Cha 2; Special Qualities low-light vision, scent.	4th-Level Advancement: Size Medium; Attack bite (1d6); Ability Scores Str +4, Dex -2, Con +2; Special Qualities blindsense.	This blue shark’s fins slice through the water, its black eyes rolling and its gaping jaws showing countless teeth.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Shark	https://aonprd.com/DruidCompanions.aspx?ItemName=Shark
Shissah	Animal	Qadira, Jewel of the East pg. 63	Large	60 ft.	+1 natural armor	bite (1d6), 2 hooves (1d4	Str 16, Dex 15, Con 13, Int 2, Wis 14, Cha 10	desert dweller, easily trained.	Size Large; Speed 60 ft.; AC +1 natural armor; Attack bite (1d6), 2 hooves (1d4; secondary attack); Ability Scores Str 16, Dex 15, Con 13, Int 2, Wis 14, Cha 10; Special Qualities desert dweller, easily trained.	7th-Level Advancement: AC +3 natural armor; Attack bite (1d8), 2 hooves (1d4, secondary attack); Ability Scores Str +2, Dex +4, Con +2; Special Qualities desert senses.	This sleek equine is slightly smaller than an average horse, but its eyes contain a gleam of higher intelligence.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Shissah	https://aonprd.com/DruidCompanions.aspx?ItemName=Shissah
Skittergoat	Animal	Pathfinder #91: Battle of Bloodmarch Hills pg. 83	Small	30 ft.	+1 natural armor	gore (1d4)	Str 13, Dex 14, Con 11, Int 2, Wis 10, Cha 5	low-light vision.	Size Small; Speed 30 ft.; AC +1 natural armor; Attack gore (1d4); Ability Scores Str 13, Dex 14, Con 11, Int 2, Wis 10, Cha 5; Special Qualities low-light vision.	4th-Level Advancement: Size Medium; Attack gore (1d6); Ability Scores Str +4, Dex -2, Con +2; Special Qualities egg cracker.	This small goat has sharp horns that wrap around its head to point forward, making it resemble a tiny bull.	https://aonprd.com/MonsterDisplay.aspx?ItemName=Skittergoat	https://aonprd.com/DruidCompanions.aspx?ItemName=Skittergoat
