archetype	class	feature	type	level	replaces	text	source	url
Brawler	Fighter	Close Combatant	Ex	3	weapon training 1 and 2	At 3rd level, a brawler gains a +1 bonus on attack rolls and a +3 bonus on damage rolls with weapons in the close weapon group. Both of these bonuses increase by +1 for every four levels beyond 3rd (to a maximum of +5 on attack rolls and +7 on damage rolls at 19th level). This ability replaces weapon training 1 and 2.	Ultimate Combat pg. 44	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Brawler
Brawler	Fighter	Menacing Stance	Ex	7	armor training 2, 3, and 4 and armor mastery	At 7th level, a brawler constantly harries and distracts his enemies. While adjacent to the brawler, enemies take a –1 penalty on attack rolls and a –4 penalty on concentration checks. These penalties increase by 1 for every four levels after 7th level (to a maximum of –4 on attack rolls and –7 on concentration checks at 19th level). Creatures do not take these penalties if the brawler is dazed, helpless, staggered, stunned, or unconscious. This ability replaces armor training 2, 3, and 4 and armor mastery.	Ultimate Combat pg. 44	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Brawler
Brawler	Fighter	No Escape	Ex	9	weapon training 3 and 4	At 9th level, taking a 5-foot step out of the area of a brawler’s menacing stance or moving out of the area of a brawler’s menacing stance with a withdraw action provokes an attack of opportunity from the brawler. This ability replaces weapon training 3 and 4.	Ultimate Combat pg. 44	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Brawler
Brawler	Fighter	Stand Still		13		At 13th level, a brawler gains Stand Still as a bonus feat, even if he does not have the Combat Reflexes feat. If the brawler already has the Stand Still feat, he can take any other combat feat instead. Furthermore, he gains a bonus equal to 1/2 his fighter level on combat maneuver checks when using the Stand Still feat.	Ultimate Combat pg. 44	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Brawler
Brawler	Fighter	Weapon Mastery	Ex			A brawler must select a close weapon for this ability.	Ultimate Combat pg. 44	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Brawler
Cad	Fighter	Weapon and Armor Proficiency				A cad is not proficient with medium armor, heavy armor, or tower shields.	Ultimate Combat pg. 45	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Cad
Cad	Fighter	Skills				Acrobatics (Dex), Bluff (Cha), Escape Artist (Dex), Sleight of Hand (Dex), and Stealth (Dex) are class skills for a cad.	Ultimate Combat pg. 45	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Cad
Cad	Fighter	Dirty Maneuvers	Ex	2	bravery	At 2nd level, a cad becomes skilled at deceiving and discomfiting his opponents. The cad gains a +1 bonus on disarm, dirty trick, and steal combat maneuver checks. The cad also gains a +1 bonus to CMD when attacked with the disarm, dirty trick, and steal combat maneuvers. These bonuses increase by 1 for every four levels after 2nd (to a maximum of +5 at 18th level). This ability replaces bravery.	Ultimate Combat pg. 45	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Cad
Cad	Fighter	Catch Off-Guard		3	armor training 1	At 3rd level, the cad gains the Catch Off-Guard feat. This ability replaces armor training 1.	Ultimate Combat pg. 45	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Cad
Cad	Fighter	Payback	Ex	5	weapon training 1, 3, and 4	At 5th level, a cad gains a +1 bonus on attack and damage rolls against any creature that has attacked the cad since the beginning of his last turn. This bonus increases by +1 for every four levels beyond 5th (to a maximum of +4 at 17th level). This ability replaces weapon training 1, 3, and 4.	Ultimate Combat pg. 45	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Cad
Cad	Fighter	Deadly Surprise	Ex	7	armor training 2	At 7th level, when a cad hits an opponent that is denied its Dexterity bonus to AC against him with a weapon or unarmed attack, he may attempt a dirty trick combat maneuver as an immediate action as part of the attack. This ability replaces armor training 2.	Ultimate Combat pg. 45	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Cad
Cad	Fighter	Razor-Sharp Chair Leg	Ex	9	weapon training 2	At 9th level, as a swift action, a cad may alter the type of damage dealt by an improvised weapon to bludgeoning, piercing, or slashing damage. In addition, the cad has a critical threat range of 19–20/×2 with any improvised melee weapon. This ability replaces weapon training 2.	Ultimate Combat pg. 45	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Cad
Cad	Fighter	Craven Combatant	Ex	11	armor training 3	At 11th level, when fighting defensively or using Combat Expertise or total defense, a cad cannot be flanked except by a rogue or ninja whose level is four or more higher than the cad’s fighter level. This ability replaces armor training 3.	Ultimate Combat pg. 45	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Cad
Cad	Fighter	Sweeping Prank	Ex	13	weapon training 3 and 4	At 13th level, as a standard action, a cad can use a dirty trick maneuver against any two adjacent opponents that he can reach, making a separate combat maneuver check against each opponent. He must use the same dirty trick maneuver against each opponent.<br>At 17th level, the cad can use this ability as a full-round action to attempt a dirty trick maneuver against a number of enemies equal to 2 + his Dexterity bonus (if any). This ability replaces weapon training 3 and 4.	Ultimate Combat pg. 45	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Cad
Cad	Fighter	Treacherous Blow	Ex	15	armor training 4	At 15th level, when a cad confirms a critical hit, he can attempt a dirty trick combat maneuver as part of that attack as an immediate action. This ability replaces armor training 4.	Ultimate Combat pg. 45	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Cad
Cad	Fighter	Ultimate Payback	Ex	20	weapon mastery	At 20th level, any critical threats a cad makes against an opponent that has attacked him since the beginning of his last turn are automatically confirmed. This ability replaces weapon mastery.	Ultimate Combat pg. 45	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Cad
Calistrian Hunter	Fighter	Weapon and Armor Proficiency			the normal fighter armor and weapon proficiencies	A Calistrian hunter is proficient with all simple and martial weapons, plus the whip. In addition, the hunter is proficient with light and medium armor as well as shields (except tower shields). This replaces the normal fighter armor and weapon proficiencies.	Inner Sea Combat pg. 36	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Calistrian%20Hunter
Calistrian Hunter	Fighter	Class Skills				A Calistrian hunter gains Diplomacy, Knowledge (local), and Perception as class skills and loses Knowledge (dungeoneering) and Knowledge (engineering) as class skills.	Inner Sea Combat pg. 36	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Calistrian%20Hunter
Calistrian Hunter	Fighter	Tenacious Tracker	Ex	2	bravery	At 2nd level, a Calistrian hunter gains a +1 bonus on Diplomacy checks to gather information and on Survival checks made to identify or follow tracks. This bonus increases by 1 for every 4 levels the Calistrian hunter possesses beyond 2nd. This ability replaces bravery.	Inner Sea Combat pg. 36	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Calistrian%20Hunter
Calistrian Hunter	Fighter	Vengeance	Ex	5	weapon training 1	At 5th level, a Calistrian hunter deals 1d4 points of bleed damage when he damages a creature that has damaged him since the beginning of his last turn. Whenever a creature takes bleed damage from this effect, it also takes a –1 penalty on attack rolls, weapon damage rolls, saving throws, skill checks, and ability checks for 1 round. This penalty is a pain effect and does not stack with the effects of the sickened condition. This bleed damage increases to 1d6 at 9th level, 1d8 at 13th level, and 2d6 at 17th level. This ability replaces weapon training 1.	Inner Sea Combat pg. 36	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Calistrian%20Hunter
Calistrian Hunter	Fighter	Savor the Sting	Ex	9	weapon training 2	At 9th level, whenever a target takes bleed damage from a Calistrian hunter’s vengeance ability, the Calistrian hunter gains an equal number of temporary hit points. These temporary hit points last for 1 minute and do not stack with each other. This ability replaces weapon training 2.	Inner Sea Combat pg. 36	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Calistrian%20Hunter
Calistrian Hunter	Fighter	Swift Revenge	Ex	13	weapon training 3	At 13th level, a Calistrian hunter gains the quarry class feature; this functions like the ranger ability of the same name, but the target must be one that has damaged the Calistrian hunter in the past hour. This ability replaces weapon training 3.	Inner Sea Combat pg. 36	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Calistrian%20Hunter
Calistrian Hunter	Fighter	Perceived Wrongs	Ex	17	weapon training 4	At 17th level, a Calistrian hunter can, once per day, use his vengeance ability against any creature—even one that has not harmed him. If the target is also one that has damaged him since the beginning of his last turn, the bleed damage increases to 3d6 and the target is sickened for as long as the bleed effect continues. This ability replaces weapon training 4.	Inner Sea Combat pg. 36	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Calistrian%20Hunter
Calistrian Hunter	Fighter	Certain Revenge	Ex	20	weapon mastery	At 20th level, a Calistrian hunter gains the improved quarry class feature; this functions like the ranger ability of the same name, but the target must have attacked him in the past day. Whenever he uses his vengeance ability against his quarry, the bleed damage increases by 2 per bleed damage die. This ability replaces weapon mastery.	Inner Sea Combat pg. 36	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Calistrian%20Hunter
Cavern Sniper	Fighter	Class Skills				The cavern sniper adds Stealth to his list of class skills and removes Intimidate from his list of class skills.	Advanced Race Guide pg. 104	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Cavern%20Sniper
Cavern Sniper	Fighter	Imbued Shot	Su	1	the 1st-level fighter bonus feat	At 1st level, the cavern sniper gains the ability to imbue his arrows or bolts with the effect of one of his drow faerie fire, darkness, or deeper darkness spell-like abilities (provided he has access to the ability) as a swift action. When such an arrow or bolt is fired, the spell’s area is centered where the arrow or bolt lands. If the target of the attack has a space larger than 5 feet, the cavern sniper can choose which square of the creature’s space is the center of the spell-like ability’s effect, as long as that square is within line of sight of the cavern sniper. The cavern sniper can instead choose to target a single square within line of sight with an imbued arrow or bolt, and uses that square as the center of the spell-like ability’s area of effect on a hit (AC 5). The arrow must be fired during the round it was imbued, or the spell-like ability is wasted. If the arrow or bolt misses, the use of the spell-like ability is wasted. This ability replaces the 1st-level fighter bonus feat.	Advanced Race Guide pg. 104	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Cavern%20Sniper
