feat	req_type	req_value
Goblin Gunslinger	feat	Goblin
Gorgon's Fist	feat	Improved Unarmed Strike
Gorgon's Fist	feat	Scorpion Style
Gorgon's Fist	bab	base attack bonus +6
Gory Finish	feat	Dazzling Display
Gory Finish	feat	Weapon Focus
Got Your Back	ability	Int 13
Got Your Back	feat	Combat Expertise
Grabbing Drag	feat	Grabbing Style
Grabbing Drag	feat	Improved Grapple
Grabbing Drag	bab	base attack bonus +8
Grabbing Drag	level	brawler level 4th
Grabbing Drag	level	or monk level 4th
Grabbing Master	feat	Grabbing Drag
Grabbing Master	feat	Grabbing Style
Grabbing Master	feat	Improved Grapple
Grabbing Master	bab	base attack bonus +12
Grabbing Master	level	brawler level 8th
Grabbing Master	level	or monk level 8th
Grabbing Style	feat	Improved Grapple
Grabbing Style	bab	base attack bonus +6
Grabbing Style	other	brawler’s flurry class feature
Grabbing Style	other	or flurry of blows class feature
Grasping Strike	feat	Nature Magic or the ability to cast druid or ranger spells
Grasping Strike	feat	Vital Strike
Grasping Strike	skill	Knowledge (nature) 5 ranks
Great Cleave	ability	Str 13
Great Cleave	feat	Cleave
Great Cleave	feat	Power Attack
Great Cleave	bab	base attack bonus +4
Great Hatred	feat	Gnome
Great Hatred	other	hatred racial trait
Greater Blind-Fight	skill	Perception 15 ranks
Greater Blind-Fight	feat	Improved Blind-Fight
Greater Bull Rush	feat	Improved Bull Rush
Greater Bull Rush	feat	Power Attack
Greater Bull Rush	bab	base attack bonus +6
Greater Bull Rush	ability	Str 13
Greater Dirty Trick	ability	Int 13
Greater Dirty Trick	feat	Combat Expertise
Greater Dirty Trick	feat	Improved Dirty Trick
Greater Dirty Trick	bab	base attack bonus +6
Greater Disarm	feat	Combat Expertise
Greater Disarm	feat	Improved Disarm
Greater Disarm	bab	base attack bonus +6
Greater Disarm	ability	Int 13
Greater Drag	ability	Str 13
Greater Drag	feat	Improved Drag
Greater Drag	feat	Power Attack
Greater Drag	bab	base attack bonus +6
Greater Feint	feat	Combat Expertise
Greater Feint	feat	Improved Feint
Greater Feint	bab	base attack bonus +6
Greater Feint	ability	Int 13
Greater Grapple	feat	Improved Grapple
Greater Grapple	feat	Improved Unarmed Strike
Greater Grapple	bab	base attack bonus +6
Greater Grapple	ability	Dex 13
Greater Overrun	feat	Improved Overrun
Greater Overrun	feat	Power Attack
Greater Overrun	bab	base attack bonus +6
Greater Overrun	ability	Str 13
Greater Penetrating Strike	feat	Penetrating Strike
Greater Penetrating Strike	feat	Weapon Focus
Greater Penetrating Strike	level	16th-level fighter
Greater Ray Shield	ability	Dex 17
Greater Ray Shield	feat	Missile Shield
Greater Ray Shield	feat	Ray ShieldAPG
Greater Ray Shield	feat	Spellbreaker
Greater Rending Fury	feat	Improved Rending Fury
Greater Rending Fury	feat	Rending Fury
Greater Rending Fury	bab	base attack bonus +12
Greater Rending Fury	other	rend special attack
Greater Reposition	ability	Int 13
Greater Reposition	feat	Combat Expertise
Greater Reposition	feat	Improved Reposition
Greater Reposition	bab	base attack bonus +6
Greater Shield Focus	feat	Shield Focus
Greater Shield Focus	feat	Shield Proficiency
Greater Shield Focus	bab	base attack bonus +1
Greater Shield Focus	level	8th-level fighter
Greater Shield Specialization	feat	Proficiency with selected shield
Greater Shield Specialization	feat	Greater Shield Focus
Greater Shield Specialization	feat	Shield Focus
Greater Shield Specialization	feat	Shield Specialization with selected shield
Greater Shield Specialization	level	fighter level 12th
Greater Snap Shot	ability	Dex 17
Greater Snap Shot	feat	Improved Snap Shot
Greater Snap Shot	feat	Point-Blank Shot
Greater Snap Shot	feat	Rapid Shot
Greater Snap Shot	feat	Snap Shot
Greater Snap Shot	bab	base attack bonus +12
Greater Steal	ability	Int 13
Greater Steal	feat	Combat Expertise
Greater Steal	feat	Improved Steal
Greater Steal	bab	base attack bonus +6
Greater Sunder	feat	Improved Sunder
Greater Sunder	feat	Power Attack
Greater Sunder	bab	base attack bonus +6
Greater Sunder	ability	Str 13
Greater Trip	feat	Combat Expertise
Greater Trip	feat	Improved Trip
Greater Trip	bab	base attack bonus +6
Greater Trip	ability	Int 13
Greater Two-Weapon Fighting	ability	Dex 19
Greater Two-Weapon Fighting	feat	Improved Two-Weapon Fighting
Greater Two-Weapon Fighting	feat	Two-Weapon Fighting
Greater Two-Weapon Fighting	bab	base attack bonus +11
Greater Vital Strike	feat	Improved Vital Strike
Greater Vital Strike	feat	Vital Strike
Greater Vital Strike	bab	base attack bonus +16
Greater Weapon Focus	feat	Proficiency with selected weapon
Greater Weapon Focus	feat	Weapon Focus with selected weapon
Greater Weapon Focus	bab	base attack bonus +1
Greater Weapon Focus	level	8th-level fighter
Greater Weapon Specialization	feat	Proficiency with selected weapon
Greater Weapon Specialization	feat	Greater Weapon Focus with selected weapon
Greater Weapon Specialization	feat	Weapon Focus with selected weapon
Greater Weapon Specialization	feat	Weapon Specialization with selected weapon
Greater Weapon Specialization	level	12th-level fighter
Greater Weapon of the Chosen	feat	Improved Weapon of the Chosen
Greater Weapon of the Chosen	feat	Weapon Focus with deity’s favored weapon
Greater Weapon of the Chosen	feat	Weapon of the Chosen
Greater Weapon of the Chosen	other	worship and receive spells from a deity
Greater Whip Mastery	feat	Improved Whip Mastery
Greater Whip Mastery	feat	Weapon Focus (whip)
Greater Whip Mastery	feat	Whip Mastery
Greater Whip Mastery	bab	base attack bonus +8
Grudge Fighter	feat	Orc
Gruesome Slaughter	feat	Intimidating Prowess
Gruesome Slaughter	feat	Killing Flourish
Gruesome Slaughter	skill	Intimidate 11 ranks
Gruesome Slaughter	level	slayer level 11th
Hamatulatsu	feat	Improved Unarmed Strike
Hamatulatsu	feat	Weapon Focus (unarmed strike)
Hammer the Gap	bab	Base attack bonus +6
Hard-Headed	bab	Base attack bonus +1
Hard-Headed	other	dwarf
Harrying Partners	feat	Any teamwork feat
Harrying Partners	bab	base attack bonus +6
Haunted Gnome Assault	ability	Cha 13
Haunted Gnome Assault	other	gnome magic racial trait
Haunted Gnome Assault	feat	Haunted Gnome
Haunted Gnome Assault	skill	Knowledge (arcana) 3 ranks
Haunted Gnome Shroud	ability	Cha 13
Haunted Gnome Shroud	other	gnome magic racial trait
Haunted Gnome Shroud	feat	Haunted Gnome
Haunted Gnome Shroud	feat	Haunted Gnome Assault
Haunted Gnome Shroud	skill	Knowledge (arcana) 6 ranks
Haunted Gnome	ability	Cha 13
Haunted Gnome	other	gnome magic racial trait
Haunted Gnome	skill	Knowledge (arcana) 1 rank
Hero's Display	feat	Dazzling Display
Hero's Display	feat	Weapon Focus
Hero's Display	other	and proficiency with the selected weapon
Heroic Interposition	ability	Dex 13
Heroic Interposition	feat	Dodge
Heroic Interposition	feat	Improved Initiative
Heroic Interposition	feat	Mobility
Heroic Interposition	other	worshiper of an empyreal lord
Hex Strike	feat	Hex class feature
Hex Strike	feat	Improved Unarmed Strike
Horse Master	feat	Expert trainer class feature (Advanced Player’s Guide 33)
Horse Master	skill	Ride 6 ranks
Impact Critical Shot	ability	Dex 13
Impact Critical Shot	feat	Point-Blank Shot
Impact Critical Shot	bab	base attack bonus +9
Impaling Critical	feat	Critical Focus
Impaling Critical	feat	Weapon Specialization with selected piercing melee weapon
Impaling Critical	bab	base attack bonus +11
Improved Armor Focus	feat	Armor Focus
Improved Armor Focus	bab	base attack bonus +6
Improved Armor Focus	other	proficiency with selected armor
Improved Awesome Blow	ability	Str 13
Improved Awesome Blow	feat	Awesome Blow or awesome blow class feature
Improved Awesome Blow	feat	Power Attack
Improved Blind-Fight	skill	Perception 10 ranks
Improved Blind-Fight	feat	Blind-Fight
Improved Bull Rush	ability	Str 13
Improved Bull Rush	feat	Power Attack
Improved Bull Rush	bab	base attack bonus +1
Improved Charging Hurler	feat	Charging Hurler
Improved Charging Hurler	feat	Point-Blank Shot
Improved Cleaving Finish	ability	Str 13
Improved Cleaving Finish	feat	Cleave
Improved Cleaving Finish	feat	Cleaving Finish
Improved Cleaving Finish	feat	Great Cleave
Improved Cleaving Finish	feat	Power Attack
Improved Cleaving Finish	bab	base attack bonus +6
Improved Critical	feat	Proficient with weapon
Improved Critical	bab	base attack bonus +8
Improved Devastating Strike	feat	Devastating Strike
Improved Devastating Strike	feat	Vital Strike
Improved Devastating Strike	bab	base attack bonus +13
Improved Dirty Trick	ability	Int 13
Improved Dirty Trick	feat	Combat Expertise
Improved Disarm	ability	Int 13
Improved Disarm	feat	Combat Expertise
Improved Drag	ability	Str 13
Improved Drag	feat	Power Attack
Improved Drag	bab	base attack bonus +1
Improved Feint Partner	skill	Bluff 1 rank
Improved Feint Partner	feat	Combat Reflexes
Improved Feint Partner	feat	Feint Partner
Improved Feint Partner	bab	base attack bonus +6
Improved Feint	ability	Int 13
Improved Feint	feat	Combat Expertise
Improved Grapple	ability	Dex 13
Improved Grapple	feat	Improved Unarmed Strike
Improved Impaling Critical	feat	Impaling Critical
Improved Impaling Critical	feat	Critical Focus
Improved Impaling Critical	feat	Weapon Specialization with selected piercing melee weapon
Improved Impaling Critical	bab	base attack bonus +13
Improved Ki Throw	feat	Improved Bull Rush
Improved Ki Throw	feat	Ki Throw
Improved Low Blow	bab	Base attack bonus +4
Improved Low Blow	other	halfling
Improved Low Blow	other	low-blow racial trait
Improved Precise Shot	ability	Dex 19
Improved Precise Shot	feat	Point-Blank Shot
Improved Precise Shot	feat	Precise Shot
Improved Precise Shot	bab	base attack bonus +11
Improved Rending Fury	feat	Rending Fury
Improved Rending Fury	bab	base attack bonus +9
Improved Rending Fury	other	rend special attack
Improved Reposition	ability	Int 13
Improved Reposition	feat	Combat Expertise
Improved Second Chance	ability	Int 13
Improved Second Chance	feat	Combat Expertise
Improved Second Chance	feat	Second Chance
Improved Second Chance	bab	base attack bonus +11
Improved Shield Bash	feat	Shield Proficiency
Improved Shield Focus	feat	Shield Focus
Improved Shield Focus	bab	base attack bonus +6
Improved Sidestep	ability	Dex 15
Improved Sidestep	feat	Dodge
Improved Sidestep	feat	Mobility
Improved Sidestep	feat	Sidestep
Improved Snap Shot	ability	Dex 15
Improved Snap Shot	feat	Point-Blank Shot
Improved Snap Shot	feat	Rapid Shot
Improved Snap Shot	feat	Snap Shot
Improved Snap Shot	feat	Weapon Focus
Improved Snap Shot	bab	base attack bonus +9
Improved Steal	ability	Int 13
Improved Steal	feat	Combat Expertise
Improved Sunder	ability	Str 13
Improved Sunder	feat	Power Attack
Improved Sunder	bab	base attack bonus +1
Improved Surprise Follow-Through	ability	Str 13
Improved Surprise Follow-Through	feat	Cleave
Improved Surprise Follow-Through	feat	Great Cleave
Improved Surprise Follow-Through	feat	Power Attack
Improved Surprise Follow-Through	feat	Surprise Follow Through
Improved Surprise Follow-Through	bab	base attack bonus +8
Improved Swap Places	feat	Swap Places
Improved Trip	ability	Int 13
Improved Trip	feat	Combat Expertise
Improved Two-Weapon Feint	ability	Dex 17
Improved Two-Weapon Feint	ability	Int 13
Improved Two-Weapon Feint	feat	Combat Expertise
Improved Two-Weapon Feint	feat	Improved Two-Weapon Fighting
Improved Two-Weapon Feint	feat	Two-Weapon Feint
Improved Two-Weapon Feint	feat	Two-Weapon Fighting
Improved Two-Weapon Feint	bab	base attack bonus +6
Improved Two-Weapon Fighting	ability	Dex 17
Improved Two-Weapon Fighting	feat	Two-Weapon Fighting
Improved Two-Weapon Fighting	bab	base attack bonus +6
Improved Vital Strike	feat	Vital Strike
Improved Vital Strike	bab	base attack bonus +11
Improved Weapon of the Chosen	feat	Weapon Focus with your deity’s favored weapon
Improved Weapon of the Chosen	feat	Weapon of the Chosen
Improved Whip Mastery	feat	Weapon Focus (whip)
Improved Whip Mastery	feat	Whip Mastery
Improved Whip Mastery	bab	base attack bonus +5
Improvised Weapon Mastery	feat	Catch Off-Guard or Throw Anything
Improvised Weapon Mastery	bab	base attack bonus +8
In Harm's Way	feat	Bodyguard
Inner Flame	feat	Scorching Weapons
Inner Flame	level	character level 7th
Inner Flame	other	ifrit
Intrepid Rescuer	feat	Combat Reflexes
Intrepid Rescuer	other	worshiper of Kurgess
Jabbing Dancer	feat	Dodge
Jabbing Dancer	feat	Improved Unarmed Strike
Jabbing Dancer	feat	Jabbing Style
Jabbing Dancer	feat	Mobility
Jabbing Dancer	bab	base attack bonus +9
Jabbing Dancer	level	brawler level 5th
Jabbing Dancer	level	or monk level 5th
Jabbing Master	feat	Dodge
Jabbing Master	feat	Improved Unarmed Strike
Jabbing Master	feat	Jabbing Dancer
Jabbing Master	feat	Jabbing Style
Jabbing Master	feat	Mobility
Jabbing Master	feat	Power Attack
Jabbing Master	bab	base attack bonus +12
Jabbing Master	level	brawler level 8th
Jabbing Master	level	or monk level 8th
Jabbing Style	feat	Improved Unarmed Strike
Jabbing Style	bab	base attack bonus +6
Jabbing Style	other	brawler’s flurry class feature
Jabbing Style	other	or flurry of blows class feature
Janni Rush	feat	Improved Unarmed Strike
Janni Rush	feat	Janni Style
Janni Rush	feat	Janni Tempest
Janni Rush	skill	Acrobatics 8 ranks
Janni Rush	skill	Perform (dance) 8 ranks
Janni Style	feat	Improved Unarmed Strike
Janni Style	skill	Acrobatics 3 ranks
Janni Style	skill	Perform (dance) 3 ranks
Janni Tempest	feat	Improved Unarmed Strike
Janni Tempest	feat	Janni Style
Janni Tempest	skill	Acrobatics 5 ranks
Janni Tempest	skill	Perform (dance) 5 ranks
Jawbreaker	feat	Improved Unarmed Strike
Jawbreaker	feat	Stunning Fist
Jawbreaker	skill	Heal 6 ranks
Just Out of Reach	ability	Dex 13
Just Out of Reach	feat	Dodge
Just Out of Reach	feat	Mobility
Ki Throw	feat	Improved Trip
Ki Throw	feat	Improved Unarmed Strike
Kick Up	ability	Dex 12
Kick Up	feat	Acrobatic
Kick Up	skill	Acrobatics 1 rank
Kick Up	level	slayer level 1st or swashbuckler level 1st
Killing Flourish	feat	Intimidating Prowess
Killing Flourish	skill	Intimidate 4 ranks
Killing Flourish	level	slayer level 4th
Kirin Path	ability	Int 13
Kirin Path	feat	Kirin Strike
Kirin Path	feat	Kirin Style
Kirin Path	feat	Improved Unarmed Strike
Kirin Path	skill	Knowledge (arcana) 12 ranks
Kirin Path	skill	Knowledge (dungeoneering, local, nature, planes, or religion) 5 ranks
Kirin Strike	ability	Int 13
Kirin Strike	feat	Kirin Style
Kirin Strike	feat	Improved Unarmed Strike
Kirin Strike	skill	Knowledge (arcana) 9 ranks
Kirin Strike	skill	Knowledge (dungeoneering, local, nature, planes, or religion) 3 ranks
Kirin Style	feat	Improved Unarmed Strike
Kirin Style	skill	Knowledge (arcana) 6 ranks
Kirin Style	skill	Knowledge (dungeoneering, local, nature, planes, or religion) 1 rank
Kobold Ambusher	skill	Stealth 4 ranks
Kobold Ambusher	other	kobold
Kobold Sniper	skill	Stealth 1 rank
Kobold Sniper	other	kobold
Landing Roll	ability	Dex 13
Landing Roll	feat	Dodge
Landing Roll	feat	Mobility
Leaping Evasion	feat	Lightning Reflexes
Leaping Evasion	other	evasion class feature
Lightning Stance	ability	Dex 17
Lightning Stance	feat	Dodge
Lightning Stance	feat	Wind Stance
Lightning Stance	bab	base attack bonus +11
Low Profile	ability	Dex 13
Low Profile	feat	Small size or smaller
Lucky Strike	bab	Base attack bonus +5
Lucky Strike	other	adaptive luck racial trait
Lucky Strike	other	halfling
Lunge	bab	Base attack bonus +6
Mantis Style	feat	Improved Unarmed Strike
Mantis Style	feat	Stunning Fist
Mantis Style	skill	Heal 3 ranks
Mantis Torment	skill	Heal 9 ranks
Mantis Torment	feat	Improved Unarmed Strike
Mantis Torment	feat	Mantis Style
Mantis Torment	feat	Mantis Wisdom
Mantis Torment	feat	Stunning Fist
Mantis Wisdom	feat	Improved Unarmed Strike
Mantis Wisdom	feat	Mantis Style
Mantis Wisdom	feat	Stunning Fist
Mantis Wisdom	skill	Heal 6 ranks
Manyshot	ability	Dex 17
Manyshot	feat	Point-Blank Shot
Manyshot	feat	Rapid Shot
Manyshot	bab	base attack bonus +6
Marid Coldsnap	ability	Con 15
Marid Coldsnap	ability	Wis 17
Marid Coldsnap	feat	Elemental Fist
Marid Coldsnap	feat	Marid Spirit
Marid Coldsnap	feat	Marid Style
Marid Coldsnap	feat	Improved Unarmed Strike
Marid Coldsnap	bab	base attack bonus +13 or monk level 11th
Marid Spirit	ability	Con 15
Marid Spirit	ability	Wis 15
Marid Spirit	feat	Elemental Fist
Marid Spirit	feat	Marid Style
Marid Spirit	feat	Improved Unarmed Strike
Marid Spirit	bab	base attack bonus +11 or monk level 9th
Marid Style	ability	Con 13
Marid Style	ability	Wis 15
Marid Style	feat	Elemental Fist
Marid Style	feat	Improved Unarmed Strike
Marid Style	bab	base attack bonus +9 or monk level 5th
Martial Mastery	feat	Martial Versatility
Martial Mastery	level	fighter level 16th
Martial Mastery	other	human
Martial Versatility	level	Fighter level 4th
Martial Versatility	other	human
Master Combat Performer	feat	Performing Combatant or at least three performance feats
Master Combat Performer	bab	base attack bonus +6
Master Siege Engineer	feat	Siege Weapon Engineer
Master Siege Engineer	skill	Knowledge (engineering) 10 ranks
Masterful Display	feat	Dazzling Display
Masterful Display	other	any two performance feats
Measured Response	bab	Base attack bonus +1
Measured Response	other	worshiper of Abadar
Medusa's Wrath	feat	Improved Unarmed Strike
Medusa's Wrath	feat	Gorgon's Fist
Medusa's Wrath	feat	Scorpion Style
Medusa's Wrath	bab	base attack bonus +11
Merciless Butchery	feat	Dastardly Finish
Merciless Butchery	other	sneak attack +5d6
Merciless Butchery	other	studied target class feature
Mirror Move	ability	Int 13
Mirror Move	feat	Combat Expertise
