class	option_type	name	subtype	group	source	description	url
Alchemist	Discovery	Substantiating Bomb*		Bomb Discoveries	Distant Realms pg. 53	Your bombs are infused with ectoplasm and a longing for life, lending ethereal creatures a measure of substance. You can throw a bomb that inflicts no damage but instead creates a 10-foot-radius cloud of fog that functions as fog cloud and lasts for 1 round per alchemist level. Incorporeal creatures that pass through this cloud become partially solid, taking half damage from nonmagic attacks and full damage from magic weapons, spells, and spell-like abilities. This effect lasts for the duration of the smoke cloud, even if the incorporeal creature moves outside the cloud’s area. A creature affected by the cloud can attempt a Will saving throw to negate the substantiating effects of this bomb. An alchemist must be 10th level before selecting this discovery.	https://aonprd.com/AlchemistDiscoveries.aspx
Alchemist	Discovery	Sunlight Bomb (Su)*		Bomb Discoveries	Ultimate Magic pg. 17	The alchemist can throw bombs that explode with a searing radiance equivalent to that of sunlight and that act as blinding bombs. Undead, fungi, molds, oozes, slimes, and creatures to which sunlight is harmful or unnatural take +2 damage per die from the bomb. Undead that are harmed by sunlight and that fail their saves against the bomb are staggered for 1 round. An alchemist must be at least 10th level and must have the blinding bomb discovery before he can select this discovery.	https://aonprd.com/AlchemistDiscoveries.aspx
Alchemist	Discovery	Syringe Stirge	Su	Bomb Discoveries	Cohorts and Companions pg. 13	As a full-round action, you can expend two daily uses of bombs to create a syringe stirge, a tiny construct primed with a bomb (if you have multiple types of bombs, you must select which type the syringe stirge carries when created). Undirected, they take no actions except to flock around you in your square and follow you as best they can. They can be attacked normally, but gain cover while occupying your square. As a swift action, you can order one of your syringe stirges to attack an enemy it can see. Once ordered to attack that enemy, the syringe stirge will continue to attack every round, attempting to attach and deliver its payload.<br>A syringe stirge has all of the statistics of a stirge but lacks the blood drain ability. If it ends its turn attached to an opponent, it injects your bomb into the opponent’s bloodstream, dealing damage as a direct hit plus the alchemist’s Intelligence modifier (as the Throw Anything feat—this injection is a direct attack and doesn’t deal splash damage. A syringe stirge dies immediately after injecting its bomb. A syringe stirge lasts for 1 minute per alchemist level or until destroyed; if it has not attached to an enemy before the end of its life span it and its bomb payload fall inert. An alchemist must be at least 6th level before selecting this discovery.	https://aonprd.com/AlchemistDiscoveries.aspx
Alchemist	Discovery	Tanglefoot Bomb (Su)*		Bomb Discoveries	Ultimate Magic pg. 17	A creature that takes a direct hit from a tanglefoot bomb must save against the bomb’s DC or be entangled and glued to the floor as if it had failed its save against a tanglefoot bag. Creatures in the splash area that fail their saves are entangled but not glued to the floor; those who make this save are not entangled at all.	https://aonprd.com/AlchemistDiscoveries.aspx
Alchemist	Discovery	Thorny Bomb*	Su	Bomb Discoveries	Ultimate Wilderness pg. 34	When the alchemist creates a bomb, he can choose to have it deal piercing damage. Thorny bombs count as magic weapons for the purpose of overcoming damage reduction.	https://aonprd.com/AlchemistDiscoveries.aspx
Alchemist	Discovery	Underwater Demolition	Ex	Bomb Discoveries	Advanced Race Guide pg. 191	The alchemist gains the ability to throw bombs underwater (normally, thrown weapons cannot be used underwater), including throwing from the air into the water. If the bomb travels through water, the range increment is reduced to 5 feet.	https://aonprd.com/AlchemistDiscoveries.aspx
Alchemist	Discovery	Void Bomb (Su)*		Bomb Discoveries	Monster Codex pg. 32	(Drow only) By combining the spores from strange fungi with slivers from extradimensional voids, some drow alchemists create bombs that cause bursts of gravity capable of crushing those inside. Void bombs deals 1d4 points of bludgeoning damage, plus 1d4 points of bludgeoning damage for every 2 alchemist levels beyond 1st, instead of 1d6. A creature hit by the bomb must succeed at a Reflex save against the bomb’s DC. If it fails, it is knocked prone and can’t get up for 1 round. If it succeeds, all of its movement speeds are reduced to 5 feet for 1 round. Other creatures within 5 feet of the bomb’s target take no damage, but must succeed at a Reflex save against the bomb’s DC or have all their movement speeds reduced to 5 feet for 1 round. An alchemist must be 6th level before selecting this discovery.	https://aonprd.com/AlchemistDiscoveries.aspx
Alchemist	Discovery	Aromatic Extract		Extract Discoveries	Heroes of the High Court pg. 10	The alchemist creates an inhaled version of an extract that is shared among multiple creatures. He must decide that an extract is an aromatic extract when he makes it. When used, the extract grants its benefit to all creatures within a 10-foot spread of the extract. The aromatic extract is treated as having the minimum caster level required for the original extract. An aromatic extract expends one of the alchemist’s daily extracts as if it were an extract 2 levels higher. This discovery can be applied only to extracts with a range of touch. An alchemist must be at least 10th level and must have the infusion discovery before selecting this discovery.	https://aonprd.com/AlchemistDiscoveries.aspx
Alchemist	Discovery	Bottled Ooze	Su	Extract Discoveries	Ultimate Magic pg. 15	The alchemist has learned how to preserve a sample of oozes in a sealed bottle, which he can prepare for use as an extract. When the alchemist activates the extract, he actually throws the bottle at a square within 30 feet, releasing the ooze, which reconstitutes and attacks the closest creature. The ooze is not under the alchemist’s control, but is otherwise treated as a summoned creature. The ooze remains for 1 round per caster level, and decays into powder when the duration expires. If the alchemist has the infusion discovery, another character can use the infused specimen. Creating a bottled ooze requires an extract with a level equal to the ooze’s CR (so a CR 4 gray ooze requires a 4th-level extract). An alchemist must be at least 6th level before selecting this discovery.	https://aonprd.com/AlchemistDiscoveries.aspx
Alchemist	Discovery	Combine extracts		Extract Discoveries	Advanced Player's Guide pg. 29	When the alchemist creates an extract, he can place two formulae into one extract. When the extract is consumed, both formulae take effect. This extract has a level two levels higher than the highest-level formulae placed in the extract. An alchemist must be at least 8th level before selecting this discovery.	https://aonprd.com/AlchemistDiscoveries.aspx
Alchemist	Discovery	Infusion		Extract Discoveries	Advanced Player's Guide pg. 31	When the alchemist creates an extract, he can infuse it with an extra bit of his own magical power. The extract created now persists even after the alchemist sets it down. As long as the extract exists, it continues to occupy one of the alchemist's daily extract slots. An infused extract can be imbibed by a non-alchemist to gain its effects.	https://aonprd.com/AlchemistDiscoveries.aspx
Alchemist	Discovery	Intuitive Understanding	Sp	Extract Discoveries	Champions of Balance pg. 20	If the alchemist drinks an extract of the divination school while under the effects of a cognatogen (Ultimate Magic 15), his effective caster level temporarily increases by 2. In addition, while under the effects of a cognatogen, the alchemist may use augury once as a spell-like ability (caster level equal to his alchemist level). At 10th level, he can use divination instead. An alchemist must be at least 4th level and must have the cognatogen discovery before selecting this discovery.	https://aonprd.com/AlchemistDiscoveries.aspx
Alchemist	Discovery	Nostrum		Extract Discoveries	Heroes of the High Court pg. 11	When the alchemist creates an infusion, he can mask a delayed poison within the mixture. A nostrum can contain only an ingested poison, and the save DC of the poison is reduced by 2. The poison takes effect a number of hours after being imbibed equal to the alchemist’s Intelligence bonus (minimum 0) decided by the alchemist at the creation of the nostrum. The poison within a nostrum can be detected as normal by spells such as detect poison and similar abilities. Until the nostrum is consumed or destroyed, it continues to occupy one of the alchemist’s daily extract slots. An alchemist must have the infusion discovery before selecting this discovery.	https://aonprd.com/AlchemistDiscoveries.aspx
