veil	veil_list
Book and Quill of the Akashic Record	Guru
Book and Quill of the Akashic Record	Kheshig
Book and Quill of the Akashic Record	Nexus
Book and Quill of the Akashic Record	Radiant
Book and Quill of the Akashic Record	Soulforge
Book and Quill of the Akashic Record	Vizier
Book and Quill of the Akashic Record (Akasha Retold)	Guru
Book and Quill of the Akashic Record (Akasha Retold)	Kheshig
Book and Quill of the Akashic Record (Akasha Retold)	Nexus
Book and Quill of the Akashic Record (Akasha Retold)	Radiant
Book and Quill of the Akashic Record (Akasha Retold)	Soulforge
Book and Quill of the Akashic Record (Akasha Retold)	Vizier
Boots of the Stone Citadel	Daevic
Boots of the Stone Citadel	Guru
Boots of the Stone Citadel	Huay
Boots of the Stone Citadel	Nexus
Boots of the Stone Citadel	Stormbound
Boots of the Stone Citadel	Vizier
Boots of the Stone Citadel	Volur
Bracers of Oblivion	Daevic
Bracers of Oblivion	Eclipse
Bracers of Oblivion	Helmsman
Bracers of Oblivion	Nexus
Bracers of Oblivion	Stormbound
Bracers of Oblivion (Retold)	Daevic
Bracers of Oblivion (Retold)	Eclipse
Bracers of Oblivion (Retold)	Helmsman
Bracers of Oblivion (Retold)	Nexus
Bracers of Oblivion (Retold)	Promethean
Bracers of Oblivion (Retold)	Stormbound
Bracers of Oblivion (Retold)	Vizier
Bracers of the Waking Nightmare	Huay
Bracers of the Waking Nightmare	Lunar
Bracers of the Waking Nightmare	Nexus
Bracers of the Waking Nightmare	Promethean
Bracers of the Waking Nightmare	Vizier
Braces of the Boulder	Daevic
Braces of the Boulder	Huay
Braces of the Boulder	Soulforge
Braces of the Boulder	Stormbound
Brahma-Kavacha	Daevic
Brahma-Kavacha	Kheshig
Brahma-Kavacha	Soulforge
Brahmadanda	Guru
Brahmadanda	Lunar
Brahmadanda	Radiant
Brahmadanda	Soulforge
Brahmadanda	Volur
Brahmastra	Stormbound
Bralani's Brooch	Huay
Bralani's Brooch	Nexus
Bralani's Brooch	Radiant
Bralani's Brooch	Stormbound
Bralani's Brooch	Vizier
Bralani's Brooch	Volur
Bralani's Brooch (Retold)	Huay
Bralani's Brooch (Retold)	Nexus
Bralani's Brooch (Retold)	Radiant
Bralani's Brooch (Retold)	Stormbound
Bralani's Brooch (Retold)	Vizier
Bralani's Brooch (Retold)	Volur
Branded Mimicry	Vizier
Branded Mimicry	Volur
Breastplate of Bloody Conflict	Daevic
Breastplate of Bloody Conflict	Huay
Breastplate of Bloody Conflict	Promethean
Breastplate of Bloody Conflict (Retold)	Daevic
Breastplate of Bloody Conflict (Retold)	Huay
Breastplate of Bloody Conflict (Retold)	Promethean
Breastplate of the Righteous	Daevic
Breastplate of the Righteous	Nexus
Breastplate of the Righteous (Enhanced)	Daevic
Breastplate of the Righteous (Enhanced)	Nexus
Breastplate of the Righteous (Enhanced)	Soulforge
Breeches of the Pale Rider	Daevic
Breeches of the Pale Rider	Eclipse
Breeches of the Pale Rider	Guru
Breeches of the Pale Rider	Nexus
Breeches of the Pale Rider	Stormbound
Breeches of the Pale Rider	Volur
Broken Shackles	Daevic
Broken Shackles	Eclipse
Broken Shackles	Guru
Broken Shackles	Helmsman
Broken Shackles	Huay
Broken Shackles	Kheshig
Broken Shackles	Lunar
Broken Shackles	Promethean
Broken Shackles (Akasha Retold)	Daevic
Broken Shackles (Akasha Retold)	Eclipse
Broken Shackles (Akasha Retold)	Guru
Broken Shackles (Akasha Retold)	Helmsman
Broken Shackles (Akasha Retold)	Huay
Broken Shackles (Akasha Retold)	Kheshig
Broken Shackles (Akasha Retold)	Lunar
Broken Shackles (Akasha Retold)	Promethean
Broken Shackles (Akasha Retold)	Stormbound
Brooch of the Guardian	Daevic
Brooch of the Guardian	Guru
Brooch of the Guardian	Helmsman
Brooch of the Guardian	Kheshig
Brooch of the Guardian	Nexus
Brooch of the Guardian	Promethean
Brooch of the Guardian	Stormbound
Brooch of the Guardian	Vizier
Brooch of the Guardian (Retold)	Daevic
Brooch of the Guardian (Retold)	Guru
Brooch of the Guardian (Retold)	Helmsman
Brooch of the Guardian (Retold)	Kheshig
Brooch of the Guardian (Retold)	Nexus
Brooch of the Guardian (Retold)	Promethean
Brooch of the Guardian (Retold)	Stormbound
Brooch of the Guardian (Retold)	Vizier
Brume Treads	Daevic
Brume Treads	Guru
Brume Treads	Huay
Brume Treads	Stormbound
Brume Treads	Vizier
Brume Treads	Volur
Brutal Jape	Daevic
Brutal Jape	Helmsman
Brutal Jape	Huay
Brutal Jape	Soulforge
Brutal Jape	Vizier
Brutal Jape	Volur
Burst Energy Sheath	Daevic
Burst Energy Sheath	Eclipse
Burst Energy Sheath	Guru
Burst Energy Sheath	Helmsman
Burst Energy Sheath	Kheshig
Burst Energy Sheath	Nexus
Burst Energy Sheath	Soulforge
Burst Energy Sheath	Stormbound
Burst Energy Sheath	Vizier
Burst Pincers	Daevic
Burst Pincers	Eclipse
Burst Pincers	Promethean
Bushi's Scabbard	Daevic
Bushi's Scabbard	Guru
Bushi's Scabbard	Helmsman
Bushi's Scabbard	Kheshig
Bushi's Scabbard	Soulforge
Bushi's Scabbard	Stormbound
Bushi's Scabbard (Retold)	Daevic
Bushi's Scabbard (Retold)	Eclipse
Bushi's Scabbard (Retold)	Guru
Bushi's Scabbard (Retold)	Helmsman
Bushi's Scabbard (Retold)	Kheshig
Bushi's Scabbard (Retold)	Nexus
Bushi's Scabbard (Retold)	Soulforge
Bushi's Scabbard (Retold)	Stormbound
Bushi's Scabbard (Retold)	Vizier
Buzzing Cloak	Daevic
Buzzing Cloak	Huay
Buzzing Cloak	Promethean
Buzzing Cloak	Vizier
Calavera Mask	Nexus
Calavera Mask	Radiant
Calavera Mask	Volur
Cape of the Wanderer	Daevic
Cape of the Wanderer	Huay
Cape of the Wanderer	Promethean
Cape of the Wanderer	Stormbound
Cape of the Wanderer	Volur
Captain's Guided Hand	Daevic
Captain's Guided Hand	Helmsman
Captain's Guided Hand	Vizier
Captain's Guided Hand	Volur
Captor's Chain	Daevic
Captor's Chain	Eclipse
Captor's Chain	Guru
Captor's Chain	Helmsman
Captor's Chain	Huay
Captor's Chain	Kheshig
Captor's Chain	Promethean
Captor's Chain	Radiant
Cardinal's Cape	Helmsman
Cardinal's Cape	Lunar
Cardinal's Cape	Radiant
Cardinal's Cape	Volur
Cardinal's Cape (Retold)	Helmsman
Cardinal's Cape (Retold)	Huay
Cardinal's Cape (Retold)	Lunar
Cardinal's Cape (Retold)	Radiant
Cardinal's Cape (Retold)	Vizier
Cardinal's Cape (Retold)	Volur
Cat's Scratch	Daevic
Cat's Scratch	Eclipse
Cat's Scratch	Kheshig
Cat's Scratch	Soulforge
Cat's Scratch	Volur
Catching Edge	Daevic
Catching Edge	Eclipse
Catching Edge	Guru
Catching Edge	Kheshig
Catching Edge	Soulforge
Catching Edge	Stormbound
Catrina's Sarong	Daevic
Catrina's Sarong	Guru
Catrina's Sarong	Huay
Catrina's Sarong	Kheshig
Catrina's Sarong	Nexus
Catrina's Sarong	Promethean
Catrina's Sarong	Stormbound
Catrina's Sarong	Vizier
Caustic Veil	Huay
Caustic Veil	Nexus
Caustic Veil	Stormbound
Caustic Veil	Vizier
Caustic Veil (Akasha Retold)	Guru
Caustic Veil (Akasha Retold)	Huay
Caustic Veil (Akasha Retold)	Nexus
Caustic Veil (Akasha Retold)	Stormbound
Caustic Veil (Akasha Retold)	Vizier
Celestial Dragon Sword	Daevic
Celestial Dragon Sword	Guru
Celestial Dragon Sword	Kheshig
Celestial Tiara	Daevic
Celestial Tiara	Eclipse
Celestial Tiara	Guru
Celestial Tiara	Helmsman
Celestial Tiara	Huay
Celestial Tiara	Kheshig
Celestial Tiara	Lunar
Celestial Tiara	Nexus
Celestial Tiara	Promethean
Celestial Tiara	Radiant
Celestial Tiara	Rajah
Celestial Tiara	Soulforge
Celestial Tiara	Stormbound
Celestial Tiara	Vizier
Celestial Tiara	Volur
Ceradon's Eternity	Daevic
Ceradon's Eternity	Helmsman
Ceradon's Eternity	Huay
Ceradon's Eternity	Lunar
Ceradon's Eternity	Radiant
Ceradon's Eternity	Vizier
Ceradon's Eternity	Volur
Cerebral Catastrophe Cinch	Eclipse
Cerebral Catastrophe Cinch	Helmsman
Cerebral Catastrophe Cinch	Promethean
Cerebral Catastrophe Cinch	Vizier
Cerebral Catastrophe Cinch	Volur
Cerebral Catastrophe Cinch (Retold)	Eclipse
Cerebral Catastrophe Cinch (Retold)	Helmsman
Cerebral Catastrophe Cinch (Retold)	Promethean
Cerebral Catastrophe Cinch (Retold)	Radiant
Cerebral Catastrophe Cinch (Retold)	Vizier
Cerebral Catastrophe Cinch (Retold)	Volur
Cerulean Bow	Daevic
Cerulean Bow	Eclipse
Cerulean Bow	Guru
Cerulean Bow	Helmsman
Cerulean Bow	Huay
Cerulean Bow	Kheshig
Cerulean Bow	Nexus
Cerulean Bow	Stormbound
Chain of Binding Commandments	Guru
Chain of Binding Commandments	Nexus
Chain of Binding Commandments	Promethean
Chain of Binding Commandments	Vizier
Chain of Binding Commandments	Volur
Chain of Binding Commandments (Akasha Retold)	Guru
Chain of Binding Commandments (Akasha Retold)	Nexus
Chain of Binding Commandments (Akasha Retold)	Promethean
Chain of Binding Commandments (Akasha Retold)	Vizier
Chain of Binding Commandments (Akasha Retold)	Volur
Chains of Bloody Construction	Nexus
Chains of Bloody Construction	Promethean
Chains of Bloody Construction	Vizier
Chains of Bloody Construction	Volur
Chains of Willful Sacrifice	Guru
Chains of Willful Sacrifice	Huay
Chains of Willful Sacrifice	Promethean
Chains of Willful Sacrifice	Radiant
Chains of Willful Sacrifice	Vizier
Chains of the Hungering One	Daevic
Chains of the Hungering One	Helmsman
Chains of the Hungering One	Huay
Chains of the Hungering One	Nexus
Chains of the Hungering One	Promethean
Chains of the Hungering One	Stormbound
Chains of the Hungering One	Vizier
Challenger's Choker	Daevic
Challenger's Choker	Helmsman
Challenger's Choker	Kheshig
Chameleon Skin	Eclipse
Chameleon Skin	Huay
Chameleon Skin	Promethean
Chameleon Skin	Vizier
Charred Angelic Wings	Daevic
Charred Angelic Wings	Eclipse
Charred Angelic Wings	Helmsman
Charred Angelic Wings	Huay
Charred Angelic Wings	Kheshig
Charred Angelic Wings	Lunar
Charred Angelic Wings	Promethean
Charred Angelic Wings	Stormbound
Chelicerae of Manipulation	Daevic
Chelicerae of Manipulation	Eclipse
Chelicerae of Manipulation	Huay
Chelicerae of Manipulation	Promethean
Chitinplate	Daevic
Chitinplate	Eclipse
Chitinplate	Huay
Chitinplate	Promethean
Choker of Blood Puppetry	Nexus
Choker of Blood Puppetry	Promethean
Choker of Blood Puppetry	Radiant
Choker of Blood Puppetry	Vizier
Choker of Blood Puppetry	Volur
Chronomancer's Jinx	Nexus
Chronomancer's Jinx	Vizier
Chronomancer's Jinx	Volur
Cincture of the Dragon	Daevic
Cincture of the Dragon	Helmsman
Cincture of the Dragon	Huay
Cincture of the Dragon	Stormbound
Cincture of the Dragon (Retold)	Daevic
Cincture of the Dragon (Retold)	Helmsman
Cincture of the Dragon (Retold)	Huay
Cincture of the Dragon (Retold)	Nexus
Cincture of the Dragon (Retold)	Stormbound
Circlet of Brass	Guru
Circlet of Brass	Helmsman
Circlet of Brass	Huay
Circlet of Brass	Nexus
Circlet of Brass	Vizier
Circlet of Brass (Retold)	Guru
Circlet of Brass (Retold)	Helmsman
Circlet of Brass (Retold)	Huay
Circlet of Brass (Retold)	Nexus
Circlet of Brass (Retold)	Vizier
Circlet of Magic Manipulation	Vizier
Citadel Banner	Daevic
Citadel Banner	Helmsman
Citadel Banner	Kheshig
Citadel Banner	Lunar
Cloak of Bladed Evasion	Daevic
Cloak of Bladed Evasion	Eclipse
Cloak of Bladed Evasion	Huay
Cloak of Bladed Evasion	Kheshig
Cloak of Bladed Evasion	Nexus
Cloak of Bladed Evasion	Stormbound
Cloak of Bladed Evasion	Vizier
Cloak of Darkness	Eclipse
Cloak of Darkness	Lunar
Cloak of Darkness	Nexus
Cloak of Darkness	Promethean
Cloak of Darkness	Stormbound
Cloak of Darkness	Vizier
Cloak of Darkness (Akasha Retold)	Eclipse
Cloak of Darkness (Akasha Retold)	Lunar
Cloak of Darkness (Akasha Retold)	Nexus
Cloak of Darkness (Akasha Retold)	Promethean
Cloak of Darkness (Akasha Retold)	Stormbound
Cloak of Darkness (Akasha Retold)	Vizier
Cloak of Spores	Daevic
Cloak of Spores	Nexus
Cloak of Spores	Promethean
Cloak of Spores	Radiant
Cloak of Spores	Stormbound
Cloak of Spores	Vizier
Cloak of Thorns	Daevic
Cloak of Thorns	Huay
Cloak of Thorns	Kheshig
Cloak of Thorns	Nexus
Cloak of Thorns	Radiant
Cloak of Thorns	Stormbound
Cloak of Thorns	Vizier
Cloak of Thorns	Volur
Cloak of the Leper	Helmsman
Cloak of the Leper	Huay
Cloak of the Leper	Nexus
Cloak of the Leper	Promethean
Cloak of the Leper	Stormbound
Cloak of the Leper	Vizier
Cloak of the Leper	Volur
Clouding Guise	Guru
Clouding Guise	Helmsman
Clouding Guise	Huay
Clouding Guise	Promethean
Clouding Guise	Stormbound
Clouding Guise	Vizier
Clouding Guise	Volur
Coiling Grasp	Daevic
Coiling Grasp	Huay
Coiling Grasp	Promethean
Coiling Grasp	Stormbound
Coin-Shot's Revolver	Daevic
Coin-Shot's Revolver	Eclipse
Coin-Shot's Revolver	Helmsman
Coin-Shot's Revolver	Kheshig
Coin-Shot's Revolver	Nexus
Coin-Shot's Revolver	Soulforge
Coin-Shot's Revolver	Stormbound
Coin-Shot's Revolver	Vizier
Collar of Skilled Instruction	Daevic
Collar of Skilled Instruction	Guru
Collar of Skilled Instruction	Helmsman
Collar of Skilled Instruction	Lunar
Collar of Skilled Instruction	Promethean
Collar of Skilled Instruction	Vizier
Collar of Skilled Instruction	Volur
Collar of Skilled Instruction (Retold)	Daevic
Collar of Skilled Instruction (Retold)	Guru
Collar of Skilled Instruction (Retold)	Helmsman
Collar of Skilled Instruction (Retold)	Lunar
Collar of Skilled Instruction (Retold)	Promethean
Collar of Skilled Instruction (Retold)	Radiant
Collar of Skilled Instruction (Retold)	Vizier
Collar of Skilled Instruction (Retold)	Volur
Collective Consciousness	Guru
Collective Consciousness	Promethean
Collective Consciousness	Radiant
Collective Consciousness	Vizier
Collective Consciousness	Volur
Collective Consciousness (Akasha Retold)	Guru
Collective Consciousness (Akasha Retold)	Promethean
Collective Consciousness (Akasha Retold)	Radiant
Collective Consciousness (Akasha Retold)	Vizier
Collective Consciousness (Akasha Retold)	Volur
Collective's Sacrifice	Guru
Collective's Sacrifice	Nexus
Collective's Sacrifice	Promethean
Collective's Sacrifice	Radiant
Collective's Sacrifice	Vizier
Collective's Sacrifice	Volur
Collective's Sacrifice (Akasha Retold)	Guru
Collective's Sacrifice (Akasha Retold)	Nexus
Collective's Sacrifice (Akasha Retold)	Promethean
Collective's Sacrifice (Akasha Retold)	Radiant
Collective's Sacrifice (Akasha Retold)	Vizier
Collective's Sacrifice (Akasha Retold)	Volur
Companion's Collar	Huay
Companion's Collar	Stormbound
Companion's Collar	Vizier
Component Baldric	Eclipse
Component Baldric	Guru
Component Baldric	Huay
Component Baldric	Nexus
Component Baldric	Soulforge
Component Baldric	Vizier
Component Baldric	Volur
Confections of the Three Schmucks	Daevic
Confections of the Three Schmucks	Eclipse
Confections of the Three Schmucks	Guru
Confections of the Three Schmucks	Helmsman
Confections of the Three Schmucks	Huay
Confections of the Three Schmucks	Kheshig
Confections of the Three Schmucks	Lunar
Confections of the Three Schmucks	Nexus
Confections of the Three Schmucks	Promethean
Confections of the Three Schmucks	Radiant
Confections of the Three Schmucks	Soulforge
Confections of the Three Schmucks	Stormbound
Confections of the Three Schmucks	Vizier
Confections of the Three Schmucks	Volur
Conspiratorial Omen	Eclipse
Conspiratorial Omen	Huay
Conspiratorial Omen	Nexus
Conspiratorial Omen	Promethean
Conspiratorial Omen	Stormbound
Conspiratorial Omen	Vizier
Conspiratorial Omen	Volur
Consuming Commandment	Eclipse
Consuming Commandment	Promethean
Consuming Commandment	Vizier
Consuming Scales	Daevic
Consuming Scales	Eclipse
Consuming Scales	Huay
Consuming Scales	Promethean
Contemplation	Guru
Contemplation	Helmsman
Contemplation	Huay
Contemplation	Promethean
Contemplation	Radiant
Contemplation	Stormbound
Contemplation	Vizier
Cord of Beastshaping	Huay
Cord of Beastshaping	Nexus
Cord of Beastshaping	Promethean
Cord of Beastshaping	Stormbound
Cord of Beastshaping	Vizier
Cord of Beastshaping	Volur
Cordyceps Sporecloud	Huay
Cordyceps Sporecloud	Nexus
Cordyceps Sporecloud	Promethean
Cordyceps Sporecloud	Radiant
Cordyceps Sporecloud	Stormbound
Cordyceps Sporecloud	Vizier
Core Containment Suit	Daevic
Core Containment Suit	Helmsman
Core Containment Suit	Soulforge
Core Containment Suit	Stormbound
Core Containment Suit	Vizier
Coronet of the Gravelord	Guru
Coronet of the Gravelord	Nexus
Coronet of the Gravelord	Promethean
Coronet of the Gravelord	Vizier
Coronet of the Gravelord	Volur
Coronet of the Theologian	Guru
Coronet of the Theologian	Promethean
Coronet of the Theologian	Stormbound
Coronet of the Theologian	Vizier
Coronet of the Theologian	Volur
Corpse Titan Malodor	Eclipse
Corpse Titan Malodor	Huay
Corpse Titan Malodor	Nexus
Corpse Titan Malodor	Promethean
Corpse Titan Malodor	Radiant
Corpse Titan Malodor	Vizier
Corpseburst Wrappings	Eclipse
Corpseburst Wrappings	Nexus
Corpseburst Wrappings	Promethean
Corpseburst Wrappings	Vizier
Corpseburst Wrappings	Volur
Corrosive Phlegm	Nexus
Corrosive Phlegm	Promethean
Corrosive Phlegm	Vizier
Corrosive Phlegm	Volur
Coruscating Tassets	Daevic
Coruscating Tassets	Eclipse
Coruscating Tassets	Guru
Coruscating Tassets	Helmsman
Coruscating Tassets	Huay
Coruscating Tassets	Kheshig
Coruscating Tassets	Nexus
Coruscating Tassets	Stormbound
Coruscating Tassets	Vizier
Corvid's Feather	Eclipse
Corvid's Feather	Huay
Corvid's Feather	Kheshig
Corvid's Feather	Nexus
Corvid's Feather	Promethean
Corvid's Feather	Stormbound
Corvid's Feather	Vizier
Corvid's Feather	Volur
Cosmic Assimilation	Eclipse
Cosmic Assimilation	Lunar
Cosmic Assimilation	Nexus
Cosmic Assimilation	Promethean
Cosmic Assimilation	Vizier
Cosmic Assimilation	Volur
Courtesan's Cloak	Daevic
Courtesan's Cloak	Eclipse
Courtesan's Cloak	Guru
Courtesan's Cloak	Radiant
Courtesan's Cloak	Volur
Courtesan's Cloak (Akasha Retold)	Daevic
Courtesan's Cloak (Akasha Retold)	Eclipse
Courtesan's Cloak (Akasha Retold)	Guru
Courtesan's Cloak (Akasha Retold)	Radiant
Courtesan's Cloak (Akasha Retold)	Volur
Coward's Boots	Guru
Coward's Boots	Vizier
Coward's Boots	Volur
Coward's Boots (Retold)	Eclipse
Coward's Boots (Retold)	Guru
Coward's Boots (Retold)	Vizier
Coward's Boots (Retold)	Volur
Craftsman's Belt	Daevic
Craftsman's Belt	Eclipse
Craftsman's Belt	Guru
Craftsman's Belt	Helmsman
Craftsman's Belt	Huay
Craftsman's Belt	Kheshig
Craftsman's Belt	Lunar
Craftsman's Belt	Nexus
Craftsman's Belt	Promethean
Craftsman's Belt	Radiant
Craftsman's Belt	Stormbound
Craftsman's Belt	Vizier
Craftsman's Belt	Volur
Creeping Domain	Nexus
Creeping Domain	Promethean
Creeping Domain	Vizier
Creeping Domain	Volur
Crimson Totem	Daevic
Crimson Totem (Retold)	Daevic
Criniere of Warding	Guru
Criniere of Warding	Lunar
Criniere of Warding	Radiant
Criniere of Warding	Vizier
Crook of the Master	Daevic
Crook of the Master	Guru
Crook of the Master	Kheshig
Crook of the Master	Nexus
Crook of the Master	Soulforge
Crook of the Master	Stormbound
Crowcaller's Claws	Eclipse
Crowcaller's Claws	Nexus
Crowcaller's Claws	Promethean
Crowcaller's Claws	Vizier
Crown of Elemental Mastery	Guru
Crown of Elemental Mastery	Huay
Crown of Elemental Mastery	Nexus
Crown of Elemental Mastery	Stormbound
Crown of Elemental Mastery	Vizier
Crown of Elemental Mastery	Volur
Crown of Inevitable Command	Helmsman
Crown of Inevitable Command	Promethean
Crown of Inevitable Command	Vizier
Crown of Inevitable Command	Volur
Crown of Inevitable Command (Retold)	Helmsman
Crown of Inevitable Command (Retold)	Nexus
Crown of Inevitable Command (Retold)	Promethean
Crown of Inevitable Command (Retold)	Radiant
Crown of Inevitable Command (Retold)	Vizier
Crown of Inevitable Command (Retold)	Volur
Crown of Lightning	Guru
Crown of Lightning	Helmsman
Crown of Lightning	Nexus
Crown of Lightning	Vizier
Crown of Lightning (Akasha Retold)	Guru
Crown of Lightning (Akasha Retold)	Helmsman
Crown of Lightning (Akasha Retold)	Nexus
Crown of Lightning (Akasha Retold)	Vizier
Crown of the Batlord	Daevic
Crown of the Batlord	Eclipse
Crown of the Batlord	Huay
Crown of the Batlord	Kheshig
Crown of the Batlord	Nexus
Crown of the Batlord	Promethean
Crown of the Batlord	Stormbound
Crown of the Batlord	Vizier
Crown of the Batlord	Volur
Crown of the Sighted	Guru
Crown of the Sighted	Nexus
Crown of the Sighted	Promethean
Crown of the Sighted	Radiant
Crown of the Sighted	Vizier
Crown of the Sighted	Volur
Crown of the Wildspeaker	Huay
Crown of the Wildspeaker	Radiant
Crown of the Wildspeaker	Stormbound
Crown of the Wildspeaker	Vizier
Crown of the Wildspeaker (Akasha Retold)	Guru
Crown of the Wildspeaker (Akasha Retold)	Huay
Crown of the Wildspeaker (Akasha Retold)	Radiant
Crown of the Wildspeaker (Akasha Retold)	Stormbound
Crown of the Wildspeaker (Akasha Retold)	Vizier
Crusader's Shield	Daevic
Crusader's Shield	Helmsman
Crusader's Shield (Enhanced)	Daevic
Crusader's Shield (Enhanced)	Helmsman
Crusader's Shield (Enhanced)	Kheshig
Crusader's Shield (Enhanced)	Soulforge
Crusader's Shield (Enhanced)	Stormbound
Crusader's Shield (Retold)	Daevic
Crusader's Shield (Retold)	Helmsman
Crusader's Shield (Retold)	Kheshig
Crusader's Shield (Retold)	Soulforge
Cry of the Erinyes	Helmsman
Cry of the Erinyes	Huay
Cry of the Erinyes	Nexus
Cry of the Erinyes	Promethean
Cry of the Erinyes	Stormbound
Cry of the Erinyes	Vizier
Cryptbreaker's Greatcloak	Daevic
Cryptbreaker's Greatcloak	Eclipse
Cryptbreaker's Greatcloak	Nexus
Cryptbreaker's Greatcloak	Promethean
Cryptbreaker's Greatcloak	Vizier
Cryptbreaker's Greatcloak	Volur
Crystalline Bulwark	Daevic
Crystalline Bulwark	Kheshig
Crystalline Bulwark	Soulforge
Crystalline Swarm	Helmsman
Crystalline Swarm	Nexus
Crystalline Swarm	Promethean
Crystalline Swarm	Vizier
Crystals of Radiance	Guru
Crystals of Radiance	Nexus
Crystals of Radiance	Radiant
Crystals of Radiance	Vizier
Cuirass of Confidence	Daevic
